scenario_id,scenario_name,funding_architecture,weighted_access,weighted_provider_viability,weighted_equity,weighted_fiscal_control,weighted_hospital_pressure,weighted_gaming_risk,weighted_welfare,supply_generation_index,equity_legitimacy_index,governance_resilience_index,hospital_deflection_index,implementation_readiness_index,fiscal_gaming_risk_index,interaction_penalty,hybrid_viability_score,model_interpretation,draw
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,62.32,62.2,53.91,66.09,55.63,32.79,52.71,59.14,37.3,45.64,50.33,38.57,40.73,15.77,31.86,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",67
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,63.62,64.67,50.93,61.75,55.63,37.73,51.19,61.14,34.9,39.95,49.24,33.61,47.34,18.95,26.61,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",68
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.45,65.11,57.97,65.19,50.41,32.8,56.13,61.77,41.65,47.19,55.35,39.12,37.78,13.55,37.04,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",69
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.98,68.92,55.75,60.92,51.06,36.4,55.25,67.31,39.13,42.46,53.26,37.31,45.86,17.69,32.09,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",70
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.32,66.18,50.74,64.09,54.12,33.87,52.95,62.94,33.61,44.08,50.23,37.53,44.99,18.06,29.36,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",71
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,63.45,62.53,55.61,64.19,54.95,33.71,53.05,58.88,38.93,43.44,49.73,33.28,40.46,15.9,30.65,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",72
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.6,64.09,56.76,61.72,54.01,34.76,53.4,60.98,39.0,42.66,46.86,35.71,41.12,14.74,31.87,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",73
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.8,68.69,56.41,61.98,50.19,35.47,55.78,66.51,38.96,43.79,53.07,38.73,45.57,16.35,33.63,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",74
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.22,65.49,58.23,63.84,52.21,34.2,55.17,61.38,40.83,44.47,51.22,39.15,42.74,15.69,33.15,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",75
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.55,66.79,59.76,61.78,50.36,36.51,55.86,64.42,43.26,42.81,50.81,37.88,44.36,15.38,34.03,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",76
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,63.01,63.17,55.14,62.65,55.63,35.92,52.17,57.19,37.8,42.02,48.34,35.36,44.96,17.51,28.07,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",77
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.52,63.78,56.14,62.54,54.29,34.53,53.34,60.54,38.5,42.27,48.73,31.29,41.46,15.1,31.06,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",78
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.47,66.12,55.7,63.2,53.05,34.31,54.26,64.27,37.53,44.58,50.91,36.72,43.05,15.88,32.72,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",79
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.16,66.78,57.73,63.88,51.88,33.23,55.5,63.59,39.84,46.55,53.23,41.58,42.12,15.75,34.68,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",80
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.2,68.45,55.43,60.55,50.43,36.03,54.96,65.72,38.02,43.61,52.42,39.75,45.06,16.6,32.97,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",81
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.96,67.06,55.55,62.9,51.68,34.77,54.87,64.76,38.32,44.35,52.4,39.42,44.11,16.26,33.24,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",82
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.35,68.05,53.61,61.95,51.26,33.82,55.07,66.43,35.69,45.5,51.88,40.0,43.07,15.68,33.98,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",83
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.05,64.16,53.4,63.05,55.16,36.55,52.28,61.7,37.56,40.85,48.78,34.06,45.96,18.22,28.11,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",84
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.77,64.59,59.88,62.44,51.9,35.56,55.07,60.34,42.12,43.33,53.12,39.36,42.13,14.58,34.42,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",85
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.62,64.03,57.23,64.45,53.23,34.13,54.21,60.47,39.96,43.43,52.38,36.43,43.27,16.1,32.02,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",86
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.44,67.6,59.43,61.12,50.72,34.42,56.11,64.45,42.13,42.76,50.9,38.5,41.44,14.22,35.09,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",87
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.7,66.15,54.95,62.05,53.33,37.77,53.3,64.82,37.87,40.74,49.25,36.14,47.58,17.73,29.78,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",88
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.83,65.98,54.33,61.11,52.88,35.17,53.53,62.36,36.28,42.04,51.56,38.39,44.8,15.95,31.76,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",89
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,63.78,64.77,51.49,62.53,55.06,35.42,52.02,62.77,35.94,42.79,47.98,34.59,44.26,18.99,27.64,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",90
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,62.84,64.27,52.76,63.74,55.07,33.12,52.57,60.36,35.16,45.15,49.62,36.85,41.98,17.72,29.34,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",91
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.59,67.34,56.7,63.09,50.28,34.4,55.93,63.89,39.35,45.31,54.76,38.7,40.7,14.3,35.81,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",92
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.18,65.42,55.36,62.72,53.93,33.88,53.85,62.07,38.3,43.85,49.87,34.42,42.46,15.41,32.09,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",93
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.64,67.59,55.11,61.1,51.46,34.12,54.88,63.2,36.4,43.47,53.57,35.65,42.38,15.39,32.95,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",94
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.61,68.32,53.05,61.44,51.25,35.75,54.63,67.77,36.4,41.82,54.03,32.31,46.88,16.04,32.74,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",95
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,61.73,60.95,52.83,65.91,55.98,33.81,51.82,57.2,35.52,43.37,50.4,33.37,41.22,15.51,30.15,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",96
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.15,64.1,55.17,64.35,54.87,34.27,53.37,61.89,38.74,43.56,49.76,36.58,44.11,16.56,31.17,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",97
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.25,66.65,57.19,60.28,51.06,39.13,54.35,64.49,41.18,38.45,55.26,33.48,46.87,14.65,33.85,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",98
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.57,68.85,54.38,61.35,49.97,34.73,55.35,66.73,36.47,45.41,53.69,40.74,43.62,16.72,33.63,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",99
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.17,68.75,56.12,62.59,51.19,33.65,55.85,67.33,38.34,45.25,52.32,35.75,41.42,14.59,35.26,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",100
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.54,66.42,57.81,62.85,50.94,35.23,55.42,64.33,40.65,43.93,53.29,37.92,40.84,13.89,35.82,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",101
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,63.97,64.55,53.13,63.19,54.68,35.29,52.59,60.86,35.56,42.84,50.07,38.36,44.11,15.64,31.4,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",102
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.55,67.39,55.57,61.36,51.87,35.71,54.62,63.77,38.62,41.72,52.23,35.66,43.85,15.22,32.98,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",103
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.45,63.51,51.02,61.95,54.19,35.46,51.89,60.69,34.29,42.42,50.2,33.29,43.02,15.59,30.45,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",104
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.86,66.49,55.3,63.62,52.34,32.17,54.91,63.71,39.43,46.02,51.67,41.11,39.91,15.38,34.49,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",105
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,62.68,64.71,52.59,63.9,54.94,34.15,52.43,61.07,34.32,44.38,49.3,38.04,42.75,15.87,31.13,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",106
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.38,67.66,51.68,63.77,51.43,32.01,54.93,65.09,34.88,46.61,54.69,33.88,40.36,15.55,33.69,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",107
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.34,65.67,57.04,62.19,52.61,33.62,54.72,61.83,39.72,44.03,51.64,38.96,42.43,15.71,33.01,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",108
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.16,65.27,52.5,63.2,53.61,35.51,53.02,63.65,35.2,42.41,51.77,36.33,45.32,15.74,31.95,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",109
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,69.29,69.32,53.98,63.68,49.89,32.76,56.34,68.19,36.2,47.83,52.88,41.28,40.87,14.53,36.56,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",110
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,62.85,63.56,52.39,64.3,55.38,35.41,52.01,61.42,34.7,43.13,49.5,36.0,44.28,17.2,29.46,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",111
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,69.07,68.69,61.21,63.79,48.92,32.08,58.03,65.81,43.78,49.47,52.26,47.88,37.79,15.01,37.93,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",112
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.3,66.76,51.5,61.04,53.78,36.26,52.84,65.5,34.6,41.26,50.9,31.15,45.28,17.16,29.77,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",113
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.0,66.95,61.47,62.79,50.6,32.47,56.99,65.1,45.02,45.8,56.0,41.15,40.67,14.93,37.19,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",114
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,63.6,64.76,54.72,62.72,54.58,35.39,52.78,60.41,37.88,42.52,48.68,38.43,45.65,18.22,28.76,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",115
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.24,67.83,53.67,59.31,52.73,38.2,53.26,65.81,36.75,38.64,50.31,34.15,49.46,17.92,29.16,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",116
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.83,65.73,56.61,62.36,51.24,33.83,55.24,61.68,39.46,45.9,54.12,40.96,39.75,13.8,36.05,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",117
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.38,67.57,57.55,61.44,50.35,33.43,55.96,63.72,39.37,44.03,53.55,37.95,40.63,14.27,35.15,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",118
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,61.56,61.45,56.11,65.64,56.2,31.7,52.88,55.73,39.21,44.67,49.7,35.32,39.58,14.79,31.56,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",119
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.69,66.27,59.29,63.06,52.21,34.36,55.5,64.42,42.68,44.34,51.53,38.83,40.62,15.11,34.82,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",120
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.21,68.2,56.27,63.05,50.29,33.76,55.98,65.2,39.17,45.24,54.81,40.78,42.72,15.32,35.35,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",121
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,63.56,63.54,55.09,63.76,56.22,33.58,52.91,61.03,37.71,41.91,49.52,30.64,42.71,17.08,29.07,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",122
