scenario_id,scenario_name,funding_architecture,weighted_access,weighted_provider_viability,weighted_equity,weighted_fiscal_control,weighted_hospital_pressure,weighted_gaming_risk,weighted_welfare,supply_generation_index,equity_legitimacy_index,governance_resilience_index,hospital_deflection_index,implementation_readiness_index,fiscal_gaming_risk_index,interaction_penalty,hybrid_viability_score,model_interpretation,draw,marginal_contact_benefit,capitation_weighting,scope_flexibility,pho_transaction_cost,primary_kpi_salience,ambulance_kpi_salience,hospital_political_penalty,data_observability,copayment_level,copayment_protections,equity_program_strength,telehealth_scale,telehealth_integration,local_inperson_loading,ambulance_alternative_funding,acc_activity_funding,acc_constraint,budget_tightness,safety_governance,gaming_controls,direct_claiming,stakeholder_alignment,narrative_coherence
P8,Direct claims and PHO intermediation reform only,unspecified architecture,44.91,45.82,64.48,79.7,66.95,16.94,50.93,33.72,46.11,67.08,32.6,57.16,14.3,11.02,35.07,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,599,0.2116,0.3205,0.3861,0.2988,0.3752,0.4394,0.9522,0.6999,0.636,0.4569,0.657,0.4943,0.4437,0.2613,0.1648,0.7911,0.0931,0.8543,0.7871,0.818,0.7518,0.4492,0.4873
P0,Current source-informed baseline,unspecified architecture,38.56,39.05,65.36,78.56,70.56,19.31,46.99,21.23,46.47,60.55,32.52,48.55,12.9,13.25,27.2,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,290,0.1021,0.174,0.3376,0.7168,0.3135,0.4795,0.9111,0.6402,0.5607,0.5457,0.6535,0.6545,0.4508,0.3448,0.3623,0.6481,0.11,0.7887,0.784,0.5235,0.1026,0.3109,0.2441
P8,Direct claims and PHO intermediation reform only,unspecified architecture,46.95,46.55,64.52,79.17,64.97,18.1,51.62,36.27,46.27,65.71,35.82,58.34,14.93,10.46,36.86,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,848,0.1961,0.3568,0.4311,0.2184,0.4779,0.4438,0.9254,0.7602,0.5887,0.4939,0.5875,0.6884,0.4966,0.3475,0.229,0.698,0.0,0.849,0.7523,0.6994,0.8272,0.468,0.5451
P5,ACC activity constraint shock,unspecified architecture,38.78,39.95,59.77,76.58,72.08,20.0,45.29,21.7,41.58,58.1,29.31,44.8,15.8,13.72,24.25,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,632,0.2598,0.4216,0.25,0.5649,0.3886,0.3495,0.856,0.4636,0.6063,0.2943,0.5964,0.5754,0.5134,0.2025,0.2609,0.4738,0.5484,0.9566,0.6517,0.6288,0.0283,0.3444,0.2611
P3,Full upstream access architecture,unspecified architecture,76.05,71.48,81.48,72.07,37.98,14.58,71.12,69.73,65.15,74.23,64.92,79.76,9.84,2.93,67.22,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,204,0.8371,0.8616,0.7696,0.1339,0.8268,0.7431,0.6561,0.8115,0.3414,0.7384,0.8553,0.7902,0.8166,0.8017,0.8089,0.6325,0.0,0.537,0.966,0.9526,0.8854,0.7922,0.9699
P0,Current source-informed baseline,unspecified architecture,38.74,39.01,65.19,77.78,70.72,20.33,46.65,20.31,47.04,60.84,34.03,51.47,13.53,13.37,27.74,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,304,0.0877,0.4001,0.2755,0.5357,0.4343,0.53,0.8798,0.4876,0.6362,0.5097,0.6732,0.664,0.4239,0.3449,0.4275,0.7526,0.0948,0.8537,0.8586,0.5387,0.0,0.3899,0.3727
P3,Full upstream access architecture,unspecified architecture,78.42,74.03,86.49,71.94,35.25,14.18,73.77,72.72,70.43,73.65,68.84,79.37,9.27,2.78,69.74,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,52,0.8866,0.876,0.8675,0.1852,0.8683,0.8448,0.6068,0.8971,0.3853,0.8227,1.0,0.6587,0.9292,0.796,0.8762,0.7349,0.031,0.4324,0.9134,0.93,0.8319,0.8414,0.7959
P8,Direct claims and PHO intermediation reform only,unspecified architecture,45.19,45.08,61.2,78.12,66.89,18.99,49.51,34.15,44.18,64.84,35.03,55.02,14.99,10.99,34.63,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,819,0.1804,0.4244,0.3265,0.1454,0.3408,0.4565,0.9353,0.6457,0.518,0.5154,0.4818,0.6329,0.4012,0.1854,0.35,0.7867,0.1206,0.8253,0.8362,0.7087,0.8544,0.3525,0.5401
P5,ACC activity constraint shock,unspecified architecture,34.67,35.95,58.34,79.31,75.48,19.75,43.17,18.53,39.36,58.45,28.0,39.73,14.04,14.69,21.21,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,22,0.0339,0.2723,0.2968,0.5808,0.4759,0.4288,0.9669,0.4233,0.6327,0.3935,0.5092,0.6285,0.5496,0.2706,0.2376,0.5112,0.5024,0.7659,0.7405,0.64,0.0832,0.133,0.1966
P8,Direct claims and PHO intermediation reform only,unspecified architecture,41.31,41.3,65.93,80.51,69.91,18.64,48.85,29.33,47.59,63.09,33.3,53.35,16.61,10.74,33.3,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,404,0.0084,0.3691,0.4162,0.2369,0.5175,0.5138,0.8874,0.5428,0.6061,0.4122,0.7553,0.6243,0.5531,0.1719,0.2704,0.7487,0.2426,0.7929,0.6644,0.7531,0.8,0.4167,0.5105
P1,Capitation reweighting plus access target,unspecified architecture,43.35,42.12,66.88,78.21,67.34,19.0,49.66,24.59,50.93,61.54,36.1,52.44,13.01,10.09,33.52,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,61,0.1957,0.6831,0.1896,0.5544,0.7273,0.46,0.851,0.6686,0.4792,0.456,0.6744,0.5591,0.389,0.3,0.2415,0.678,0.064,0.761,0.6683,0.6346,0.1352,0.407,0.3574
P3,Full upstream access architecture,unspecified architecture,79.01,73.69,84.63,71.72,34.72,14.99,73.36,71.78,67.83,73.8,69.51,82.16,10.5,3.12,69.24,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,955,0.8854,0.8188,0.8903,0.1435,0.9014,0.9733,0.6467,0.9234,0.3417,0.7769,0.9186,0.7088,0.8441,0.8081,0.8147,0.8035,0.0,0.5607,0.9124,0.8775,0.7621,0.9259,0.8847
P0,Current source-informed baseline,unspecified architecture,37.52,38.39,62.87,79.62,71.7,18.34,46.24,20.74,43.88,62.09,30.8,49.29,13.32,12.47,27.45,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,958,0.0745,0.2794,0.4061,0.6196,0.3788,0.3644,0.8433,0.5312,0.5464,0.3853,0.6355,0.5079,0.5189,0.2609,0.3433,0.679,0.1922,0.8912,0.7196,0.7095,0.1471,0.382,0.3231
P7,Scope-enabled provider supply only,unspecified architecture,56.26,55.04,66.93,75.1,56.42,18.1,56.75,46.05,48.12,68.1,43.34,61.53,13.11,8.89,43.8,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,324,0.4892,0.3338,0.8709,0.3433,0.5763,0.5036,0.8576,0.644,0.543,0.6456,0.5597,0.6033,0.4986,0.1872,0.3651,0.6837,0.1258,0.7714,0.999,0.7858,0.489,0.5545,0.4907
P7,Scope-enabled provider supply only,unspecified architecture,54.02,53.11,63.95,74.72,58.74,20.04,54.37,44.03,45.36,62.92,42.6,54.97,17.08,10.7,38.84,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,551,0.4468,0.3524,0.8325,0.2927,0.6071,0.4561,0.8795,0.6543,0.5995,0.6033,0.4938,0.728,0.4096,0.3078,0.4025,0.6785,0.0508,0.8126,0.812,0.6502,0.4054,0.3931,0.5093
P5,ACC activity constraint shock,unspecified architecture,33.11,33.26,57.33,78.28,77.08,21.37,41.33,15.04,38.28,57.18,26.03,41.63,14.97,15.9,18.47,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,909,0.0,0.2518,0.3182,0.6325,0.3967,0.5917,0.8825,0.3624,0.5502,0.3658,0.4791,0.8022,0.3838,0.1507,0.1506,0.4578,0.7332,0.8389,0.7919,0.5198,0.0196,0.2402,0.2222
P1,Capitation reweighting plus access target,unspecified architecture,41.71,41.12,66.52,78.47,67.85,20.21,48.7,24.27,50.45,60.77,37.95,54.93,14.25,12.29,31.72,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,283,0.0907,0.7257,0.5622,0.6445,0.732,0.3669,0.9985,0.6476,0.6063,0.546,0.6162,0.6182,0.4444,0.2133,0.4463,0.6548,0.1334,0.7361,0.7486,0.4666,0.0609,0.4541,0.4404
P4,Benefits without adequate controls,unspecified architecture,68.38,67.98,58.3,61.88,50.47,34.23,56.12,66.48,40.68,44.0,53.16,41.38,42.87,15.46,35.24,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,411,0.9523,0.5139,0.8903,0.0586,0.6435,0.6566,0.6934,0.4369,0.6722,0.4818,0.4172,0.9227,0.3297,0.3208,0.6814,0.7044,0.0048,0.7953,0.3371,0.2759,0.9492,0.3471,0.5041
P1,Capitation reweighting plus access target,unspecified architecture,42.21,40.17,70.28,78.97,67.9,19.61,49.69,21.49,55.49,62.38,37.06,57.27,13.13,12.39,32.29,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,641,0.1141,0.8125,0.3293,0.576,0.7399,0.4493,0.9216,0.5989,0.5714,0.6218,0.7474,0.7596,0.4757,0.1496,0.3548,0.4978,0.086,0.8409,0.7378,0.5947,0.0529,0.4342,0.5685
P0,Current source-informed baseline,unspecified architecture,39.59,38.98,63.22,77.24,70.45,19.88,46.47,20.4,44.96,60.05,32.33,48.49,12.87,11.49,28.33,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,836,0.1426,0.3248,0.155,0.5802,0.4793,0.4321,0.7557,0.5214,0.4557,0.4768,0.5726,0.6629,0.418,0.3618,0.3073,0.8415,0.1607,0.8861,0.7555,0.6008,0.0705,0.3883,0.2631
P2,National Primary Care Benefits Schedule,unspecified architecture,67.08,65.18,75.91,73.43,47.28,15.47,65.03,60.02,59.05,69.17,53.85,69.1,12.42,5.1,56.58,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,735,0.7182,0.7594,0.6835,0.1589,0.7253,0.4987,0.8451,0.7472,0.5627,0.6418,0.818,0.5532,0.7454,0.6869,0.5969,0.6576,0.0972,0.6633,0.7524,0.9125,0.7187,0.6542,0.7945
P0,Current source-informed baseline,unspecified architecture,38.64,39.07,63.72,79.64,71.23,18.61,46.88,21.14,45.1,62.8,31.3,50.57,14.17,13.75,26.93,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,530,0.1143,0.3884,0.4238,0.6648,0.5144,0.3705,0.9178,0.5444,0.6449,0.4237,0.6439,0.6361,0.4507,0.4055,0.2711,0.6755,0.2591,0.9873,0.7697,0.7056,0.0615,0.4362,0.2654
P8,Direct claims and PHO intermediation reform only,unspecified architecture,48.56,48.33,64.58,75.45,64.66,20.38,51.37,37.89,45.89,62.18,35.37,55.04,17.56,10.17,36.18,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,525,0.304,0.304,0.353,0.3155,0.4597,0.4713,0.9006,0.5796,0.5493,0.4816,0.6286,0.6698,0.5224,0.2642,0.2274,0.6672,0.0903,0.8083,0.7926,0.6361,0.8968,0.5546,0.3671
P1,Capitation reweighting plus access target,unspecified architecture,41.16,40.15,69.12,78.14,68.8,20.06,48.78,21.51,53.96,58.87,35.77,53.71,14.2,12.29,30.61,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,306,0.1179,0.7453,0.2975,0.5209,0.627,0.5017,0.8977,0.6212,0.5196,0.5154,0.7659,0.6415,0.3003,0.1708,0.3322,0.7946,0.0297,0.786,0.5443,0.5353,0.0,0.4739,0.4714
P2,National Primary Care Benefits Schedule,unspecified architecture,67.22,65.45,74.24,70.62,48.14,18.15,63.64,60.63,57.34,65.82,52.5,67.54,16.44,5.14,55.15,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,908,0.7618,0.7067,0.6075,0.2898,0.6834,0.5078,0.8029,0.5808,0.5531,0.7271,0.7487,0.6402,0.6533,0.6079,0.5986,0.5455,0.1505,0.5617,0.7598,0.827,0.8528,0.6805,0.8401
P5,ACC activity constraint shock,unspecified architecture,34.94,35.17,61.71,79.63,74.64,19.26,44.11,17.9,43.57,60.37,28.61,45.1,12.9,13.18,24.57,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,692,0.0312,0.3942,0.301,0.5345,0.3809,0.5294,0.9023,0.4756,0.5264,0.3692,0.6028,0.6217,0.5555,0.1961,0.241,0.3821,0.6748,0.8112,0.7833,0.6367,0.0765,0.3197,0.1542
P1,Capitation reweighting plus access target,unspecified architecture,39.81,39.3,68.75,80.87,69.38,18.35,48.89,20.9,52.69,66.27,34.23,61.58,12.68,11.58,33.25,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,919,0.0354,0.7605,0.4178,0.6684,0.6336,0.4077,0.8843,0.6455,0.6188,0.4756,0.7481,0.5949,0.4459,0.2841,0.2932,0.6745,0.2047,0.8495,0.86,0.6448,0.1299,0.559,0.5492
P0,Current source-informed baseline,unspecified architecture,40.07,39.81,64.12,76.73,69.16,20.28,46.97,19.74,45.83,59.63,35.9,48.0,13.31,11.96,28.48,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,571,0.1779,0.3322,0.2467,0.6768,0.3911,0.5824,0.7296,0.503,0.5736,0.4897,0.6427,0.6078,0.5231,0.2014,0.491,0.6396,0.1295,0.9293,0.8226,0.5443,0.0069,0.2855,0.3306
P6,Ambulance alternatives only,unspecified architecture,44.03,41.29,67.14,78.94,64.28,18.74,50.37,23.19,48.16,66.85,46.5,60.94,11.13,11.22,36.11,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,882,0.1059,0.3174,0.3837,0.6482,0.5374,0.8493,0.9482,0.6237,0.4261,0.5676,0.5861,0.541,0.4501,0.2738,0.7887,0.7259,0.1925,0.8186,0.9844,0.6408,0.0784,0.5108,0.5532
P0,Current source-informed baseline,unspecified architecture,38.78,40.86,62.03,76.34,71.15,20.87,45.88,24.27,44.4,56.57,30.1,45.87,15.9,13.93,25.16,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,13,0.1441,0.3492,0.4346,0.5651,0.2294,0.3909,0.8428,0.515,0.6427,0.5595,0.5612,0.5947,0.3596,0.1825,0.3402,0.8004,0.0,0.7298,0.6609,0.4641,0.1457,0.2906,0.3521
P6,Ambulance alternatives only,unspecified architecture,44.68,42.91,66.33,79.71,63.59,17.51,51.12,25.36,47.31,66.52,46.95,56.84,11.49,11.31,35.9,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,415,0.1552,0.3579,0.4399,0.6833,0.455,0.788,0.8516,0.6104,0.5236,0.5273,0.5999,0.7345,0.5618,0.3404,0.8706,0.6654,0.0,0.835,0.8429,0.7901,0.104,0.4809,0.4397
P5,ACC activity constraint shock,unspecified architecture,34.49,36.39,57.8,80.46,75.35,18.91,43.45,18.37,38.66,61.42,28.17,47.4,14.28,15.52,21.9,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,185,0.0419,0.2999,0.2997,0.558,0.3597,0.5656,0.9897,0.4872,0.725,0.392,0.4828,0.5598,0.503,0.2079,0.2245,0.5483,0.5937,0.7616,0.7348,0.6703,0.0588,0.354,0.3345
P2,National Primary Care Benefits Schedule,unspecified architecture,67.96,64.95,73.83,71.92,46.72,17.55,64.21,59.98,56.74,68.42,55.43,67.96,14.84,5.83,55.46,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,590,0.7244,0.633,0.6875,0.3755,0.7518,0.5917,0.9066,0.7638,0.4247,0.701,0.6822,0.6278,0.4352,0.7269,0.6147,0.7472,0.0959,0.64,0.883,0.8041,0.8092,0.5862,0.7546
P7,Scope-enabled provider supply only,unspecified architecture,52.64,50.82,71.37,76.87,58.24,18.28,55.98,37.87,53.15,68.19,43.1,63.84,12.58,9.66,42.16,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,465,0.3852,0.346,0.7734,0.4872,0.6431,0.4281,0.8075,0.7236,0.601,0.7379,0.7035,0.6388,0.5107,0.1113,0.4128,0.6417,0.0428,0.8121,0.9952,0.6915,0.2643,0.534,0.553
P4,Benefits without adequate controls,unspecified architecture,63.33,62.81,57.27,63.89,54.73,34.33,53.3,58.34,40.9,43.27,49.16,36.5,42.49,15.71,31.32,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,147,0.786,0.708,0.9068,0.2022,0.7168,0.6327,0.6333,0.4317,0.623,0.3018,0.4739,0.9703,0.2127,0.264,0.5555,0.6874,0.0,0.8766,0.3739,0.2481,0.8225,0.2325,0.3198
P6,Ambulance alternatives only,unspecified architecture,41.5,39.41,66.45,81.32,66.66,17.39,49.51,19.17,47.14,68.9,45.06,61.43,11.73,12.59,33.74,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,121,0.0667,0.3385,0.2303,0.5585,0.5116,0.8291,0.9146,0.5804,0.535,0.3945,0.7079,0.7384,0.5169,0.1617,0.8191,0.7395,0.2441,0.8907,0.9139,0.8206,0.0595,0.566,0.5673
P0,Current source-informed baseline,unspecified architecture,36.83,37.48,60.21,79.62,72.98,19.52,44.91,18.37,41.35,60.84,31.74,46.37,15.18,15.07,23.36,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,889,0.0254,0.2999,0.2977,0.669,0.4252,0.5128,0.9191,0.4785,0.6276,0.3891,0.5666,0.7353,0.4485,0.2158,0.369,0.719,0.0693,0.8963,0.7546,0.6684,0.2241,0.3549,0.2309
P6,Ambulance alternatives only,unspecified architecture,39.74,38.7,62.71,81.05,68.18,18.54,47.6,17.89,44.41,65.18,43.24,57.78,14.1,14.39,29.45,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,86,0.0529,0.4778,0.286,0.7315,0.559,0.6639,0.9037,0.6601,0.6638,0.42,0.5586,0.7408,0.3636,0.2292,0.7826,0.5959,0.1612,0.8562,0.7997,0.6377,0.0,0.4904,0.5463
P0,Current source-informed baseline,unspecified architecture,34.63,36.46,59.07,78.83,74.36,20.39,43.36,15.53,40.86,58.89,31.08,45.32,14.59,15.44,21.48,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,227,0.0074,0.4411,0.2934,0.7089,0.4458,0.4298,0.8191,0.3937,0.7515,0.4166,0.5366,0.6612,0.5072,0.1479,0.4422,0.7321,0.1897,0.8008,0.7927,0.5589,0.0,0.3453,0.2436
P6,Ambulance alternatives only,unspecified architecture,41.49,39.82,65.29,82.87,65.99,16.28,49.9,20.39,46.43,69.68,44.67,62.33,11.94,11.72,35.0,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,390,0.0515,0.3961,0.3299,0.5785,0.5005,0.7371,0.782,0.7022,0.6001,0.4423,0.6181,0.6454,0.4379,0.2087,0.7865,0.6752,0.1297,0.9027,0.8052,0.8464,0.1053,0.6078,0.5593
P7,Scope-enabled provider supply only,unspecified architecture,51.43,52.44,65.49,73.18,61.49,21.8,52.89,42.08,46.56,60.9,37.43,57.39,19.73,12.88,35.11,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,451,0.4228,0.3576,0.8455,0.3626,0.5009,0.2857,0.982,0.533,0.7046,0.5406,0.6492,0.6208,0.3868,0.2706,0.3328,0.7097,0.0,0.8322,0.8409,0.5255,0.4053,0.5073,0.598
P5,ACC activity constraint shock,unspecified architecture,36.23,38.27,60.65,77.72,73.47,20.11,44.46,20.78,41.82,58.38,28.86,44.47,15.65,15.68,22.02,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,816,0.1583,0.3,0.3661,0.6143,0.2555,0.3612,0.8845,0.4881,0.7216,0.4108,0.6028,0.7168,0.5466,0.2994,0.3544,0.4916,0.6422,0.8673,0.7578,0.5339,0.0,0.2712,0.2421
P2,National Primary Care Benefits Schedule,unspecified architecture,65.0,62.68,72.37,71.94,49.93,18.6,62.01,56.98,56.31,65.53,49.4,67.97,16.99,5.06,53.44,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,561,0.6578,0.7839,0.6274,0.3405,0.7506,0.4805,0.7194,0.6835,0.4416,0.6637,0.6666,0.6735,0.629,0.4706,0.4058,0.6394,0.0977,0.5604,0.7196,0.7488,0.8905,0.7287,0.7812
P0,Current source-informed baseline,unspecified architecture,37.21,37.41,62.05,79.52,72.25,18.53,45.67,19.24,44.69,62.06,30.58,48.96,12.27,14.0,25.6,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,853,0.0571,0.3955,0.4381,0.6175,0.32,0.4547,0.9744,0.5057,0.4874,0.5657,0.4947,0.606,0.3981,0.1669,0.3434,0.7662,0.1877,0.8644,0.7454,0.714,0.0353,0.3554,0.3257
P5,ACC activity constraint shock,unspecified architecture,35.81,36.62,59.59,78.05,74.25,20.45,43.7,18.21,40.79,57.44,29.15,41.81,15.48,15.14,21.25,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,824,0.1141,0.3027,0.3134,0.5553,0.3972,0.5436,0.9378,0.4789,0.65,0.3451,0.5847,0.6148,0.4516,0.1854,0.2395,0.392,0.4908,0.9344,0.7319,0.5308,0.0,0.2714,0.1169
P2,National Primary Care Benefits Schedule,unspecified architecture,66.88,65.45,73.37,71.06,48.4,18.36,63.36,62.25,57.83,65.33,51.12,64.81,16.32,6.01,54.0,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,358,0.7384,0.8758,0.7719,0.2073,0.634,0.5748,0.9342,0.7405,0.4092,0.5777,0.7317,0.4612,0.5723,0.5662,0.4588,0.6622,0.1914,0.5076,0.7731,0.742,0.8174,0.5689,0.6934
P1,Capitation reweighting plus access target,unspecified architecture,44.31,43.17,67.94,79.09,65.8,18.62,50.8,24.87,53.3,65.9,39.26,59.36,12.78,10.46,36.2,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,317,0.184,0.8938,0.2845,0.6767,0.7274,0.5166,0.8358,0.6806,0.5983,0.5653,0.6536,0.5622,0.2701,0.2616,0.3729,0.7054,0.0888,0.7266,0.881,0.6664,0.1225,0.4497,0.5077
P8,Direct claims and PHO intermediation reform only,unspecified architecture,45.14,44.3,63.17,79.55,66.64,17.48,50.36,33.58,45.43,65.84,37.68,54.27,14.45,10.08,36.32,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,714,0.1388,0.4118,0.3054,0.1645,0.4243,0.5223,0.9859,0.6243,0.4862,0.4366,0.5754,0.577,0.4546,0.2947,0.4538,0.6742,0.1073,0.8798,0.7585,0.8434,0.913,0.3879,0.4761
